users,in_degree,out_degree,betweenness,pagerank,eigenvector
28,0.0005268703898840885,0.0,0.0,0.0001514308927279488,0.0011991324998165632
29,0.00684931506849315,0.009483667017913592,0.0008689934668387989,0.0005811338542988273,0.020234775419833824
30,0.007903055848261327,0.00684931506849315,0.0008480166913488783,0.0007802303964752767,0.018740955888542705
31,0.0005268703898840885,0.0,0.0,0.0001745630083727068,0.0005471248891449754
32,0.07218124341412012,0.0958904109589041,0.04166323141065357,0.005997514282124588,0.153518668255088
33,0.0015806111696522653,0.0,0.0,0.00019926289775323716,0.008788994124354335
34,0.02107481559536354,0.019494204425711273,0.0018923548599502286,0.0015147914974008767,0.04079556309019461
35,0.001053740779768177,0.0,0.0,0.0001862162797986423,0.0030292580609895168
36,0.008429926238145416,0.04531085353003161,0.003356997662903544,0.0005067252109577181,0.014453548737194325
37,0.0005268703898840885,0.0,0.0,0.00012855384088516375,0.0004219555115401475
38,0.0031612223393045306,0.019494204425711273,0.00026041344804356647,0.0003337756473802334,0.009327546198149385
39,0.0036880927291886192,0.0,0.0,0.00028634867700816645,0.01138759055886602
40,0.001053740779768177,0.0,0.0,0.00013670063816571278,0.002185052070787891
41,0.028977871443624865,0.09378292939936775,0.015297730124253027,0.0023294972465285127,0.06624164243905936
42,0.06322444678609061,0.08429926238145416,0.03110832464479238,0.005897543015508084,0.11950785942599337
43,0.0015806111696522653,0.0005268703898840885,2.5055245930364975e-06,0.00020818044221827044,0.005917268083308067
44,0.013171759747102212,0.03530031612223393,0.004238545829461837,0.0010178257008919337,0.025913949185423193
45,0.0005268703898840885,0.0,0.0,0.0001363961105476079,0.0007565494915064204
46,0.002107481559536354,0.0005268703898840885,2.402821397408039e-05,0.0002803041011964879,0.00474770471215364
47,0.0026343519494204425,0.0026343519494204425,0.00013615088044842627,0.0003194765672233291,0.0034292628950704997
48,0.025289778714436245,0.0184404636459431,0.0042763394133310114,0.0021728593944340823,0.05628446471162108
49,0.0005268703898840885,0.0,0.0,0.00013169182962465226,0.0017630965592477438
50,0.02370916754478398,0.01791359325605901,0.0021996149089750935,0.001934501010142142,0.04465027711367715
51,0.01738672286617492,0.022655426765015804,0.0031123003744215868,0.00149865047399375,0.03406235437957067
52,0.02423603793466807,0.016332982086406742,0.004553970920300128,0.0015439283062174379,0.05801149328337179
53,0.005268703898840885,0.03477344573234984,0.002316860385676545,0.00045187906272604357,0.010017070556424033
54,0.0015806111696522653,0.001053740779768177,0.0003617287258596543,0.0002060240848327686,0.0024562045410272014
55,0.001053740779768177,0.0,0.0,0.00015243143537281816,0.0014068541511943677
56,0.0073761854583772385,0.006322444678609061,0.0008658604347136004,0.0007504747202291053,0.01589228427323387
57,0.002107481559536354,0.0031612223393045306,1.1224853259168658e-05,0.0002888651500990893,0.0066028086041956535
58,0.014752370916754477,0.002107481559536354,0.0005565189085504694,0.0011338909865634065,0.03274026756010749
59,0.009483667017913592,0.0,0.0,0.0006728813238218236,0.023032378740781716
60,0.01053740779768177,0.007903055848261327,0.00026660101516111996,0.0007187710362329707,0.028911832009422773
61,0.011591148577449946,0.0036880927291886192,0.004396820424284804,0.0009500590691417934,0.032847081977423837
62,0.018967334035827184,0.02160168598524763,0.0014746011579243263,0.0013275858561208628,0.05021579890412921
63,0.03740779768177028,0.03530031612223393,0.00806885449141871,0.0028961248475485144,0.07700119975867563
64,0.0026343519494204425,0.0,0.0,0.0001899715684780888,0.009227048028933297
65,0.0026343519494204425,0.0,0.0,0.0002187564561074859,0.006077132511299973
66,0.002107481559536354,0.0005268703898840885,1.8046512211702386e-06,0.0002288866164699578,0.006909908696071495
67,0.032665964172813484,0.07692307692307691,0.01452458625159504,0.003034569852759908,0.06944569561414493
68,0.01685985247629083,0.016332982086406742,0.000978215257736181,0.0012995545147752325,0.04972862741762817
69,0.0073761854583772385,0.02054794520547945,0.0008602056092534816,0.0005165168553307068,0.018027021049130402
70,0.005268703898840885,0.0073761854583772385,0.00015091235582668296,0.0003706920295716789,0.011099360094555755
71,0.0005268703898840885,0.001053740779768177,9.396521763236668e-07,0.00017347579887188667,0.0026616286574650456
72,0.039515279241306635,0.03108535300316122,0.010963143879863262,0.0034680511561095174,0.09116970004387974
73,0.016332982086406742,0.014752370916754477,0.001407166924996008,0.001402570940261133,0.04455115198981781
74,0.022128556375131715,0.022655426765015804,0.0018561342943945592,0.0017853945935452455,0.05917276556663912
75,0.005795574288724973,0.0026343519494204425,0.00021624040821734293,0.0005442779868691285,0.012741374210401609
76,0.0026343519494204425,0.001053740779768177,0.002321871622353786,0.000502231944412643,0.006812983908914275
77,0.0005268703898840885,0.0,0.0,0.00015157897062505185,0.004481589351789659
78,0.004214963119072708,0.0005268703898840885,2.296724069340854e-05,0.00047327839358033644,0.00773749372924316
79,0.004741833508956796,0.005795574288724973,3.2621191454997626e-05,0.0003941455848563636,0.010480756710500411
80,0.0073761854583772385,0.005268703898840885,0.00016129541846451848,0.0005781815931090332,0.020600497000827295
81,0.006322444678609061,0.0015806111696522653,0.0007139849689693206,0.00034400530108199835,0.01571282676172131
82,0.0015806111696522653,0.0,0.0,0.00016640596856526833,0.007075314155511575
83,0.001053740779768177,0.006322444678609061,7.173155638391688e-06,0.00014014650933866013,0.0013393888783145669
84,0.007903055848261327,0.007903055848261327,0.0008905450244237584,0.000612874632146099,0.020086985624322144
85,0.011064278187565857,0.005268703898840885,0.00027357772447585366,0.0006566904785481835,0.02463522810136237
86,0.005268703898840885,0.0005268703898840885,4.496160492300538e-06,0.00035696804112212105,0.014257518350876835
87,0.004214963119072708,0.005795574288724973,7.13024117853284e-05,0.00040398865988235653,0.014467074061149216
88,0.01738672286617492,0.006322444678609061,0.001121980662404998,0.0012134808875987578,0.051087344217504126
89,0.001053740779768177,0.0,0.0,0.0001489727829060554,0.0021585417136642804
90,0.01422550052687039,0.008956796628029505,0.0005378274677299925,0.0009744439700158476,0.03572173547798017
91,0.0005268703898840885,0.002107481559536354,6.1041039667130195e-06,0.00015360973755911396,0.00035800819986718345
92,0.0015806111696522653,0.0,0.0,0.0002057571988843158,0.0030150388152290907
93,0.0026343519494204425,0.0026343519494204425,4.2697612921505916e-05,0.00023947772059105025,0.007077784783962758
94,0.0026343519494204425,0.0026343519494204425,0.00037847481832585565,0.0003329820041945369,0.0035078164043392656
95,0.0273972602739726,0.04214963119072708,0.008582727764316947,0.0022344274478453933,0.04946517153559272
96,0.004214963119072708,0.007903055848261327,0.0006508331339903403,0.0003535655918994721,0.011289579449935352
97,0.03793466807165437,0.02054794520547945,0.005699741799635032,0.0034028469382127702,0.08777506973959513
98,0.004741833508956796,0.001053740779768177,1.113860266222179e-05,0.0004951906017331919,0.018026005320834485
99,0.0073761854583772385,0.004741833508956796,0.00044712752738730203,0.0005806039737410466,0.019175305549106417
100,0.0015806111696522653,0.0005268703898840885,0.0,0.0004236004923441301,0.002169896001833212
101,0.022655426765015804,0.012118018967334035,0.0017564388192363323,0.0019123553382312988,0.05085840091089622
102,0.011064278187565857,0.005795574288724973,0.00017162040628237652,0.001260127488931855,0.028138205576052983
103,0.05584826132771338,0.12276080084299261,0.026421718884050285,0.004415041936696581,0.11242013652619186
104,0.0026343519494204425,0.0026343519494204425,1.175805007872654e-05,0.0002713262233859919,0.005582186130015304
105,0.04741833508956796,0.11538461538461538,0.029383801776685814,0.003301350554511173,0.10675937197277731
106,0.001053740779768177,0.0005268703898840885,0.0,0.0002270076214055147,0.0028012159773290303
107,0.0005268703898840885,0.0,0.0,0.00013637532488778667,0.003116526987332789
108,0.0015806111696522653,0.0,0.0,0.00023776718232701867,0.00461049926006435
109,0.012644889357218123,0.0036880927291886192,0.0015108361932983398,0.0009438310434452717,0.031367205293326816
110,0.001053740779768177,0.0005268703898840885,0.0,0.0001619422704889891,0.004004764884439901
111,0.001053740779768177,0.0005268703898840885,1.2433255969427679e-05,0.00015288975995299248,0.0025954560437245755
112,0.002107481559536354,0.0,0.0,0.0002918887540841828,0.0026680462369892844
113,0.0005268703898840885,0.0,0.0,0.00012855384088516375,0.0004219555115401475
114,0.0031612223393045306,0.004741833508956796,7.579671841499373e-05,0.00023645410975098611,0.009875761128982826
115,0.002107481559536354,0.0,0.0,0.00025461328996725653,0.003629550363230012
116,0.001053740779768177,0.0,0.0,0.00018373622882074248,0.0011594610334792475
117,0.001053740779768177,0.0,0.0,0.0001525272522909272,0.004038219708613449
118,0.005268703898840885,0.008956796628029505,0.0011806747210530483,0.000542391076264784,0.015720495006165427
119,0.005795574288724973,0.004214963119072708,0.00040380409169080497,0.0005355202740030038,0.010274706170654242
120,0.006322444678609061,0.0026343519494204425,6.046148282941233e-05,0.000836923759321379,0.011275752072325894
121,0.004741833508956796,0.0031612223393045306,0.00011987779530042077,0.0004347030406233578,0.016608341886819613
122,0.0026343519494204425,0.0,0.0,0.0003212212265880854,0.004301179340042803
123,0.0026343519494204425,0.0,0.0,0.00022795644808343366,0.006701025374131227
124,0.018967334035827184,0.015806111696522653,0.0008883749907632243,0.0014495649869510467,0.04426845097359211
125,0.002107481559536354,0.0015806111696522653,7.065272238896225e-05,0.0002505908963297135,0.008702432737446851
126,0.002107481559536354,0.0,0.0,0.00035763869449645684,0.001895768626074712
127,0.01053740779768177,0.009483667017913592,0.00041772070681851865,0.0007305707766587069,0.027919629356318917
128,0.03477344573234984,0.03740779768177028,0.01105597455714288,0.002900581151254371,0.06862948391310415
129,0.002107481559536354,0.0005268703898840885,3.5052944601917794e-07,0.00016386889446974806,0.005219264416969792
130,0.0005268703898840885,0.0,0.0,0.00015157897062505185,0.004481589351789659
131,0.011064278187565857,0.015806111696522653,0.0038673899672992756,0.0010061934967274147,0.024191902661309102
132,0.015279241306638566,0.010010537407797681,0.0012773854759030399,0.0012439234786119852,0.03581554248124931
133,0.001053740779768177,0.001053740779768177,2.1522171551409417e-07,0.00021882548836584854,0.0012749996157354925
134,0.0031612223393045306,0.001053740779768177,5.457748897744072e-06,0.00019437083733489686,0.008906591906307751
135,0.01053740779768177,0.004214963119072708,0.0009200545485810558,0.0008509838751536188,0.029218554167722285
136,0.0015806111696522653,0.0,0.0,0.0002250369674170728,0.004610154890812592
137,0.001053740779768177,0.0005268703898840885,1.8829070368551154e-05,0.00016399287328278594,0.0020661847000937334
138,0.001053740779768177,0.0,0.0,0.00029749979028589646,0.0016347400762681656
139,0.0005268703898840885,0.0,0.0,0.00013247081793210083,0.0008588698416004426
140,0.0073761854583772385,0.0073761854583772385,0.0004197187870594697,0.0005127019085091393,0.016280143335694806
141,0.0026343519494204425,0.0,0.0,0.0002474644077996983,0.008141676318171144
142,0.015279241306638566,0.0136986301369863,0.0031718501458416226,0.0012684615410438404,0.041300885694039606
143,0.007903055848261327,0.016332982086406742,0.0015177960952000406,0.0005427692044005382,0.013487417419193792
144,0.033192834562697573,0.039515279241306635,0.011287329279954388,0.0025656958595708817,0.06941176815238907
145,0.004214963119072708,0.012118018967334035,0.00010254047702971489,0.00035798634236646593,0.00782147150197639
146,0.002107481559536354,0.004741833508956796,4.077911535145301e-05,0.00023729643118512652,0.006293231931132993
147,0.0036880927291886192,0.002107481559536354,3.0786811390750917e-06,0.00035826368865459716,0.0034647237051090634
148,0.0015806111696522653,0.0,0.0,0.00014749531590995513,0.0030106611830247325
149,0.008956796628029505,0.0015806111696522653,0.002085254509144135,0.0006774100270907002,0.026073294603189797
150,0.0005268703898840885,0.0,0.0,0.00013169182962465226,0.0017630965592477438
151,0.004214963119072708,0.004214963119072708,0.0007316523985352389,0.0004183885993721625,0.012389514628688984
152,0.00684931506849315,0.004214963119072708,9.594632384720607e-05,0.00048124892407876765,0.017733993560243598
153,0.0005268703898840885,0.0,0.0,0.00013169182962465226,0.0017630965592477438
154,0.010010537407797681,0.0031612223393045306,0.0003193115832517427,0.0006081680075121535,0.02980714279117253
155,0.01053740779768177,0.00684931506849315,0.0004059431670611572,0.0006234006735663422,0.026956125581665467
156,0.001053740779768177,0.0,0.0,0.00015074552969627716,0.0032204475219097316
157,0.0031612223393045306,0.0,0.0,0.0002802719987706545,0.009742335425468677
158,0.002107481559536354,0.0,0.0,0.00033036604946636667,0.007080935165224757
159,0.0005268703898840885,0.0,0.0,0.00015685663907001558,0.000733242102751416
160,0.0031612223393045306,0.005268703898840885,0.0004107250940115862,0.000344369815782048,0.009678898330007932
161,0.005795574288724973,0.006322444678609061,0.0005195010047883454,0.0005679672774963574,0.013103550618469599
162,0.0036880927291886192,0.0026343519494204425,2.871641723165758e-05,0.0004298800181644651,0.006714802723956844
163,0.00684931506849315,0.0073761854583772385,0.00014831798421892665,0.00046396638023807823,0.017209607974483804
164,0.0036880927291886192,0.0026343519494204425,0.0003792908820134199,0.00034556160524455573,0.011054193925931016
165,0.0015806111696522653,0.0,0.0,0.00016062684086919955,0.006631591985208721
166,0.0036880927291886192,0.0005268703898840885,9.605545774287694e-06,0.0002652885909662898,0.011569339836524353
167,0.0031612223393045306,0.0015806111696522653,3.357702337389744e-05,0.00037465917824712155,0.00464481984172153
168,0.006322444678609061,0.002107481559536354,0.00013841840746289355,0.0003679555905910103,0.014919220712703511
169,0.0005268703898840885,0.0,0.0,0.00013467603469880229,0.0019337213291568739
170,0.0005268703898840885,0.0,0.0,0.00017667149487438425,0.0004639717389916635
171,0.0005268703898840885,0.0005268703898840885,0.0,0.00017667149487438425,0.0004639717389916635
172,0.0136986301369863,0.01422550052687039,0.002021449181779268,0.0010633423815686793,0.0357290415682215
173,0.0073761854583772385,0.004214963119072708,8.471004835991299e-05,0.0003898885609529357,0.022816242503167373
174,0.0073761854583772385,0.004741833508956796,0.0001126449886675553,0.0005148304062664145,0.018817075215554216
175,0.02107481559536354,0.00684931506849315,0.0028747986015809903,0.0013570301103575035,0.04627503693144785
176,0.02370916754478398,0.060590094836670175,0.010866552693870839,0.0020550432500262487,0.05599225672261086
177,0.0073761854583772385,0.0026343519494204425,0.00026357107953978143,0.0005077840558244806,0.019147099645009862
178,0.0005268703898840885,0.0,0.0,0.00018230791231486576,0.00032271374260373217
179,0.001053740779768177,0.0,0.0,0.0002103418505958144,0.004804303094393392
180,0.004741833508956796,0.0036880927291886192,5.671544935934202e-05,0.00036915725466730374,0.013270871163355439
181,0.010010537407797681,0.011591148577449946,0.0004436375631957498,0.0008752552437518136,0.027750140041359755
182,0.0015806111696522653,0.0,0.0,0.00021441031067093679,0.0052239473300949735
183,0.005268703898840885,0.00684931506849315,0.0006759629888164097,0.0005350672544130405,0.01586532939705662
184,0.008956796628029505,0.0036880927291886192,7.3471263792883e-05,0.0012013535493923043,0.030749348642709156
185,0.006322444678609061,0.0031612223393045306,0.00019080224253505002,0.0006660893597717929,0.021178034774412414
186,0.0015806111696522653,0.0005268703898840885,1.3248805008911281e-05,0.00031528211954857195,0.0025519838994099977
187,0.0005268703898840885,0.0015806111696522653,0.0,0.00030266834080388844,1.4863347673685188e-19
188,0.002107481559536354,0.0,0.0,0.00018381902430219052,0.009784667043445525
189,0.005268703898840885,0.018967334035827184,0.00029668876248656047,0.0003762177238511008,0.009315013826676722
190,0.004214963119072708,0.001053740779768177,1.5281623890708073e-05,0.00033710175504884563,0.013033433141481603
191,0.02370916754478398,0.0184404636459431,0.0032067057058073833,0.002707718524036158,0.04731381251985179
192,0.002107481559536354,0.0,0.0,0.00020677626653869838,0.006992435037342188
193,0.02054794520547945,0.028977871443624865,0.003591228067350941,0.0018071654498994613,0.0479348943015628
194,0.05110642781875658,0.0732349841938883,0.017730447930756434,0.004194510126481767,0.1061864981613051
195,0.0015806111696522653,0.0,0.0,0.00021228983554977504,0.006139095451616162
196,0.0005268703898840885,0.0,0.0,0.00013875287131432393,0.0016345014003775178
197,0.0005268703898840885,0.0,0.0,0.00013875287131432393,0.0016345014003775178
198,0.004214963119072708,0.0036880927291886192,0.00019270062681635522,0.00044534825331028223,0.011295028006793502
199,0.022655426765015804,0.03108535300316122,0.005151892143380829,0.002201926614184947,0.05013643906154186
200,0.0005268703898840885,0.0,0.0,0.00013875287131432393,0.0016345014003775178
201,0.005268703898840885,0.004214963119072708,9.18460005875728e-05,0.0006162612647783519,0.00946085975731371
202,0.0015806111696522653,0.0,0.0,0.00019957226241156502,0.00412574022950514
203,0.0026343519494204425,0.0015806111696522653,0.0003277355900686372,0.0003450281101917664,0.008472475021819734
204,0.013171759747102212,0.0410958904109589,0.0033401189149193673,0.0008858993966144393,0.0316575752118088
205,0.0005268703898840885,0.0005268703898840885,1.2933154380732394e-06,0.00013317871518149944,0.0009242324265904354
206,0.0005268703898840885,0.0005268703898840885,0.0,0.00014918232814901814,0.0030999259509495634
207,0.0005268703898840885,0.0,0.0,0.00014918232814901814,0.0030999259509495634
208,0.0005268703898840885,0.0,0.0,0.00019412511829906582,0.0014848071693940085
209,0.014752370916754477,0.012118018967334035,0.0006461182881396794,0.0011391321529503195,0.044886009519060896
210,0.001053740779768177,0.0,0.0,0.0001714396950558628,0.004745247246569245
211,0.01053740779768177,0.014752370916754477,0.0021749617061736087,0.0011278440715139066,0.022748779451308834
212,0.033192834562697573,0.03846153846153846,0.008279086982765402,0.003168365212409601,0.06842260806981539
213,0.0005268703898840885,0.0,0.0,0.00015782171478969005,0.000664101397679607
214,0.011064278187565857,0.020021074815595362,0.0009828464789302354,0.0008575682634927363,0.02531106305002805
215,0.004214963119072708,0.0015806111696522653,3.198691313583483e-05,0.00028168450634169983,0.013138955094468939
216,0.0015806111696522653,0.0,0.0,0.00015803067094957205,0.005331319288782136
217,0.0005268703898840885,0.0,0.0,0.00013875287131432393,0.0016345014003775178
218,0.0005268703898840885,0.0,0.0,0.00013875287131432393,0.0016345014003775178
219,0.0031612223393045306,0.0036880927291886192,6.191844102086921e-05,0.000356916655262213,0.009258469716381152
220,0.01422550052687039,0.02160168598524763,0.0016326481246749422,0.0009982302150759745,0.0387888721502565
221,0.012118018967334035,0.006322444678609061,0.0018588983472790552,0.001077367008303616,0.021280661285609972
222,0.0036880927291886192,0.0005268703898840885,7.930540258002301e-06,0.00040694892981293945,0.010681280580896568
223,0.002107481559536354,0.0,0.0,0.00021301469234688477,0.0068287070764120415
224,0.015806111696522653,0.012118018967334035,0.003020165743252096,0.0012740001698654314,0.03609349219998228
225,0.001053740779768177,0.002107481559536354,2.6556298190929273e-05,0.00017630415983091742,0.005500180216351182
226,0.002107481559536354,0.0005268703898840885,1.969782620319664e-06,0.00027637510102168823,0.003622831418478092
227,0.0005268703898840885,0.0015806111696522653,3.871910109166552e-08,0.00017040876884216117,0.0004991146284027161
228,0.012644889357218123,0.012118018967334035,0.004639761467505459,0.00118255256366219,0.03294270310546292
229,0.0,0.0005268703898840885,0.0,0.00012354503234410322,9.071867476614494e-24
230,0.0005268703898840885,0.0,0.0,0.0002285793191954867,1.360780121492174e-22
231,0.0005268703898840885,0.0,0.0,0.0001435739312618943,0.00032959849796960024
232,0.001053740779768177,0.0005268703898840885,0.0,0.00017785061370748111,0.0009936998956492072
233,0.014752370916754477,0.01053740779768177,0.0014399361340245783,0.0009431354261995944,0.03256065829766208
234,0.013171759747102212,0.016332982086406742,0.0012433499220426245,0.0012368465868703926,0.030411673494929854
235,0.001053740779768177,0.0015806111696522653,2.5787509829451526e-05,0.00016638595671036212,0.0037666741856220544
236,0.015279241306638566,0.0073761854583772385,0.0011783390237790612,0.0013134167227399002,0.03830269294554358
237,0.002107481559536354,0.002107481559536354,1.1686418875817574e-05,0.0002740034593738266,0.01179810767562813
238,0.0015806111696522653,0.0,0.0,0.0002501596210363741,0.004829212880208873
239,0.004741833508956796,0.0036880927291886192,0.00013325887539495615,0.000546164903064711,0.01157927531010374
240,0.0005268703898840885,0.0,0.0,0.00015257656757114804,0.0020264659601075905
241,0.0031612223393045306,0.001053740779768177,1.5188970531028588e-05,0.00034913762012104616,0.007868395985614311
242,0.020021074815595362,0.015279241306638566,0.001231584413291903,0.0013650460149412437,0.060409817459323355
243,0.002107481559536354,0.0005268703898840885,2.906713319920106e-05,0.0002378438864037982,0.007746680108479
244,0.0036880927291886192,0.0031612223393045306,3.098085208969572e-05,0.00046208468695755375,0.007528328194083792
245,0.008429926238145416,0.01053740779768177,0.0007912611158324748,0.000958008775906436,0.012427866448240846
246,0.0005268703898840885,0.0,0.0,0.00015782171478969005,0.000664101397679607
247,0.001053740779768177,0.0005268703898840885,1.3277046069559957e-06,0.0003126291426494991,0.002387267234573694
248,0.004741833508956796,0.0026343519494204425,5.949890827179483e-05,0.0009485807125297583,0.012359040286739887
249,0.05110642781875658,0.08851422550052686,0.022376472032658117,0.003869590427168904,0.11590285719934863
250,0.022128556375131715,0.02792413066385669,0.0035950330463635286,0.0016088104204708526,0.06271659061089313
251,0.002107481559536354,0.0,0.0,0.00019490352331478638,0.007295693382888327
252,0.02423603793466807,0.02107481559536354,0.0029598281048037697,0.0021117907266475916,0.0632721110733176
253,0.0005268703898840885,0.0,0.0,0.0001293616148871922,0.00029244120818197974
254,0.03477344573234984,0.030031612223393043,0.003115627749374753,0.002658101841277223,0.08601411093951288
255,0.0005268703898840885,0.0005268703898840885,0.0,0.00015685663907001558,0.000733242102751416
256,0.011064278187565857,0.0026343519494204425,7.256405996081616e-05,0.0008008318537256457,0.024452597209882212
257,0.00684931506849315,0.01053740779768177,0.0009404091066654393,0.0006838023725036798,0.01485826422540436
258,0.0005268703898840885,0.0005268703898840885,0.0,0.00033693726704686616,0.0001989093978579782
259,0.004214963119072708,0.006322444678609061,0.000355075102650844,0.0005028224447917506,0.009263539948482322
260,0.025289778714436245,0.01738672286617492,0.002806878941215533,0.002104405855820984,0.04784026106934571
261,0.0015806111696522653,0.002107481559536354,2.742076064867869e-06,0.00025576098778828986,0.00420595307169197
262,0.001053740779768177,0.0,0.0,0.00014132551246204847,0.002687328985838179
263,0.028977871443624865,0.026870389884088512,0.008797627641699123,0.0026188755796014104,0.0825924069030828
264,0.0005268703898840885,0.0005268703898840885,6.141943844050077e-08,0.00019280262298261965,0.00019255158761555624
265,0.004741833508956796,0.0,0.0,0.00033317260348285105,0.013434459939587322
266,0.005795574288724973,0.03582718651211802,0.003254237090414505,0.0005375592157085325,0.017577497237794067
267,0.0026343519494204425,0.0015806111696522653,4.864722413793508e-06,0.00024724410921041483,0.007965825894002975
268,0.0,0.0005268703898840885,0.0,0.00012354503234410322,9.071867476614494e-24
269,0.0031612223393045306,0.0015806111696522653,9.507218221961547e-06,0.0003497309866268836,0.009529514535890817
270,0.0026343519494204425,0.0,0.0,0.00018571541938348113,0.008194725751443357
271,0.005795574288724973,0.004214963119072708,7.958797626644034e-05,0.0004406283223744833,0.01657726647799975
272,0.01053740779768177,0.011064278187565857,0.00042651636709581793,0.0009788456532727468,0.030503894516618595
273,0.0026343519494204425,0.0015806111696522653,3.959586459529265e-05,0.0003558746260764247,0.006025479791563664
274,0.006322444678609061,0.008956796628029505,0.00036105332420753247,0.0007608240451241132,0.01059482524534106
275,0.0005268703898840885,0.0005268703898840885,0.0,0.00033677333740963605,0.0003236948830214888
276,0.005268703898840885,0.006322444678609061,0.00020257418931102385,0.0004383326062843473,0.011419260287306063
277,0.032139093782929395,0.04478398314014752,0.007717774678444822,0.00222679482418724,0.06068058062573236
278,0.011064278187565857,0.004741833508956796,0.0005628167236730024,0.0009462330280224591,0.03047857237622092
279,0.001053740779768177,0.0,0.0,0.00018715570019139916,0.0021361710651834754
280,0.0015806111696522653,0.0005268703898840885,2.646040635409791e-06,0.00017466931652461415,0.004405545028377302
281,0.02107481559536354,0.016332982086406742,0.001201294237414671,0.0014731256133413962,0.052156989380313386
282,0.009483667017913592,0.009483667017913592,0.002385070234554963,0.0009362698186158945,0.022449625279754443
283,0.01685985247629083,0.016332982086406742,0.003762835091915493,0.0014377976753061135,0.04969753979841994
284,0.0026343519494204425,0.0,0.0,0.0002523287172555052,0.0070723390553613045
285,0.008956796628029505,0.004741833508956796,0.0003206245240475822,0.0007136470827185487,0.025545445541583955
286,0.004214963119072708,0.006322444678609061,0.0002090982169806723,0.0003405730159301759,0.008330119462832249
287,0.0005268703898840885,0.0,0.0,0.00017767225761636731,0.0013966723155754346
288,0.0136986301369863,0.007903055848261327,0.0012144834987500755,0.0008387442416121208,0.03338777853965673
289,0.02107481559536354,0.02107481559536354,0.0024086765249317034,0.001918947848945401,0.05335879126080559
290,0.002107481559536354,0.002107481559536354,0.00010035366422850506,0.00026365675687819323,0.005484286836205587
291,0.005795574288724973,0.0036880927291886192,0.0005961151992293874,0.00042236881152866133,0.018069511570721133
292,0.001053740779768177,0.0,0.0,0.00020218470649002707,0.0009658224432248665
293,0.0015806111696522653,0.0,0.0,0.00020988572051052758,0.005382760979503913
294,0.0073761854583772385,0.007903055848261327,0.0008558388442612784,0.0005559629348680324,0.014429559659610826
295,0.002107481559536354,0.0005268703898840885,7.193872593077198e-07,0.00023727296285169162,0.007481605178139354
296,0.0184404636459431,0.015279241306638566,0.0014599844492385692,0.0016423190464566445,0.03956547200102925
297,0.03635405690200211,0.03635405690200211,0.007452117081936601,0.0025965491765302354,0.08580246959060879
298,0.009483667017913592,0.0073761854583772385,0.0003521543170975485,0.0007878850207373822,0.024073198493810274
299,0.016332982086406742,0.005795574288724973,0.0011533096830747794,0.0009637032251302626,0.036118796076955
300,0.005268703898840885,0.0036880927291886192,0.0005361200313868559,0.000476697939276847,0.010029896841650905
301,0.0005268703898840885,0.0005268703898840885,0.0,0.00016026096476486285,0.002248037763979058
